player_id,team,team_code,position,age,debut_age,career_years,caps,overall,skill_pace,skill_shooting,skill_passing,skill_dribbling,skill_defending,skill_physical,market_value_eur,followers,engagement_rate,longevity,skill_index,log_followers,social_score,pos_DF,pos_FW,pos_GK,pos_MF
305,Tunisia,TUN,MF,24,21,3,20,66.4,65.9,65.7,67.4,72.6,70.7,56.3,9423409,436652,0.0357,-1.0578292908349665,67.01,5.640135453700892,0.4624762460796286,0,0,0,1
306,Tunisia,TUN,FW,31,22,9,58,67.7,72.2,75.6,70.5,73.0,49.8,64.8,4792133,194048,0.0307,0.551018208550067,69.89,5.2879091709439034,0.041436066248296495,0,1,0,0
307,Tunisia,TUN,FW,27,21,6,38,59.6,63.0,65.7,64.2,61.7,44.8,58.1,2495274,14425,0.041,-0.2748325529064912,61.345000000000006,4.159115821827769,-1.1645265070537534,0,1,0,0
308,Tunisia,TUN,FW,28,18,10,70,62.8,68.6,60.2,61.3,80.7,43.5,62.2,3430224,40992,0.0176,0.9405791917771411,64.31,4.612699108064592,-0.772539911774273,0,1,0,0
309,Tunisia,TUN,FW,32,20,12,71,65.0,66.3,74.5,69.8,74.1,53.9,51.2,3166974,17419,0.0357,1.2268798876583349,67.86,4.241023219159143,-1.0969558986459087,0,1,0,0
310,Tunisia,TUN,FW,29,20,9,58,65.5,70.7,76.5,63.7,75.9,54.3,52.1,7819862,63668,0.0372,0.551018208550067,68.28999999999999,4.803921207605225,-0.46180244692233535,0,1,0,0
311,Tunisia,TUN,FW,24,18,6,30,67.3,61.6,78.1,66.1,80.5,57.0,60.3,9007659,149677,0.0413,-0.44624864701882316,69.815,5.17515506994557,-0.02459651621547436,0,1,0,0
312,Argentina,ARG,GK,30,17,13,89,70.9,72.4,55.9,78.0,59.4,86.2,73.5,11942689,82123,0.0435,1.7450029414696577,68.285,4.914464806013312,-0.3050941908445077,0,0,1,0
313,Argentina,ARG,GK,26,19,7,44,66.0,61.4,41.1,70.8,60.4,86.0,76.4,4972672,52656,0.0439,-0.013833640263666116,61.964999999999996,4.7214478649502984,-0.5198161187723275,0,0,1,0
314,Argentina,ARG,GK,30,19,11,63,71.7,62.3,55.0,78.0,81.0,79.1,74.9,13886268,3236342,0.0475,0.9230269514874268,70.29499999999999,6.5100544093755435,1.5147462445461266,0,0,1,0
315,Argentina,ARG,DF,27,21,6,40,79.9,86.3,59.4,78.0,70.7,99.0,86.0,22538660,517832,0.0185,-0.23197852937840824,76.035,5.714188884634985,0.4392451104444775,1,0,0,0
316,Argentina,ARG,DF,30,20,10,64,77.3,76.2,72.4,70.9,74.1,87.6,82.5,6342778,931430,0.0433,0.8120171211928922,75.54,5.969150221812984,0.8780127214849115,1,0,0,0
317,Argentina,ARG,DF,34,20,14,81,78.6,81.7,59.3,80.1,72.1,89.2,88.9,5404427,353664,0.0434,1.706023689415902,75.33,5.54859085456438,0.40642018629086957,1,0,0,0
318,Argentina,ARG,DF,23,16,7,49,75.0,71.2,69.3,74.2,75.0,86.1,73.9,4981153,310158,0.0489,0.09330141855654137,73.845,5.4915829875356375,0.3749118234439763,1,0,0,0
319,Argentina,ARG,DF,28,16,12,66,77.8,78.7,62.9,83.7,74.7,87.1,79.7,19940899,548546,0.0523,1.1197448288381273,75.89,5.739213052527877,0.6754343426041761,1,0,0,0
320,Argentina,ARG,DF,27,20,7,36,79.6,83.7,66.4,74.1,73.0,88.8,91.6,18988349,267659,0.0419,-0.1852497343759981,76.615,5.42758185106196,0.26178091580272483,1,0,0,0
321,Argentina,ARG,DF,20,21,1,4,79.2,71.8,68.7,72.5,78.7,98.1,85.7,18621216,6255960,0.0364,-1.6655351631767825,76.565,6.7962939632239765,1.7562351220911752,1,0,0,0
322,Argentina,ARG,DF,26,18,8,61,79.0,75.6,72.3,73.7,77.7,88.3,86.6,11349471,2115401,0.024,0.4828624017836154,77.185,6.325392705318568,1.1466109457699918,1,0,0,0
323,Argentina,ARG,DF,28,20,8,46,81.1,78.8,72.0,78.6,77.5,90.8,89.1,16783715,2126552,0.0369,0.16145722532299298,79.03,6.327676006865206,1.2369714969095706,1,0,0,0
324,Argentina,ARG,MF,20,19,1,9,78.6,76.2,80.8,89.7,78.6,79.6,66.5,21195931,3065233,0.0227,-1.5584001043565752,79.89999999999999,6.48646349248192,1.3150355848073025,0,0,0,1
325,Argentina,ARG,MF,23,20,3,18,79.4,72.7,89.0,84.5,74.5,84.1,71.7,19143834,5269328,0.0335,-1.1006833143630494,80.53500000000001,6.721755232954354,1.6521212457713255,0,0,0,1
326,Argentina,ARG,MF,27,20,7,42,77.9,70.8,79.6,92.3,78.3,65.6,80.9,10853466,4431910,0.0245,-0.05668766379174911,79.29,6.64659093247393,1.5041464409587535,0,0,0,1
327,Argentina,ARG,MF,26,24,2,14,75.8,77.2,70.1,87.0,78.2,71.3,71.0,11950740,98458,0.0298,-1.3188282034777916,76.37499999999999,4.993251009602635,-0.2902367653258245,0,0,0,1
328,Argentina,ARG,MF,28,19,9,42,80.8,80.2,63.0,87.6,87.9,87.6,78.7,8034161,15678640,0.0219,0.20818602032540312,79.51,7.195308388315806,2.0889932534318474,0,0,0,1
329,Argentina,ARG,MF,29,20,9,51,79.8,71.8,84.9,82.2,80.7,84.6,74.3,21201118,546939,0.0399,0.40102912620177655,80.465,5.737938892255436,0.5974216106386064,0,0,0,1
330,Argentina,ARG,MF,25,19,6,38,81.8,76.2,73.4,87.4,88.2,84.7,81.2,17039845,340826,0.0128,-0.2748325529064912,81.49000000000001,5.532532717625839,0.20619858238175184,0,0,0,1
331,Argentina,ARG,MF,27,19,8,41,83.6,85.3,77.2,91.0,88.0,80.0,80.3,17536000,26948086,0.0334,0.054322166502785506,83.92500000000001,7.43052792465607,2.4396322734858122,0,0,0,1
332,Argentina,ARG,FW,27,20,7,34,81.1,79.6,88.9,69.4,95.5,67.3,85.5,13205500,2821033,0.0213,-0.22810375790408108,82.42500000000001,6.450408166493571,1.265634802637614,0,1,0,0
333,Argentina,ARG,FW,24,23,1,4,82.6,94.2,89.1,74.5,88.6,65.0,84.0,20859980,1425638,0.0291,-1.6655351631767825,83.92500000000001,6.154009262850464,0.9915231299543179,0,1,0,0
334,Argentina,ARG,FW,26,19,7,37,82.7,85.9,92.6,71.9,83.6,65.6,96.9,12723620,1500448,0.0209,-0.16382272261195657,83.38499999999999,6.176220948974879,0.9616196952036868,0,1,0,0
335,Argentina,ARG,FW,26,17,9,48,79.9,78.5,85.6,75.7,87.0,64.8,87.9,15381319,57924,0.04,0.3367480909096521,80.98500000000001,4.762858544866317,-0.49328486104243335,0,1,0,0
336,Argentina,ARG,FW,25,20,5,31,80.6,76.9,87.5,80.4,81.4,73.8,83.8,8279522,420694,0.0629,-0.5572584773133578,81.52999999999999,5.623966318089082,0.6090777394768943,0,1,0,0
337,Argentina,ARG,FW,27,17,10,58,84.9,83.2,98.9,78.1,84.8,77.4,86.8,22030050,65122761,0.0374,0.6834550506086432,86.20499999999998,7.81373280498995,2.899434450771101,0,1,0,0
338,Poland,POL,GK,29,21,8,42,62.2,56.7,49.7,66.4,58.1,68.0,74.0,3018267,51703,0.0552,0.075749178266827,60.029999999999994,4.713515743203148,-0.4714075280442317,0,0,1,0
339,Poland,POL,GK,29,24,5,35,61.6,58.6,54.4,57.6,70.9,64.2,63.8,2844220,15954,0.0294,-0.4715504302571918,60.89000000000001,4.2028695877152105,-1.1679762884394969,0,0,1,0
340,Poland,POL,GK,28,21,7,60,64.9,52.6,42.0,72.4,69.1,78.8,74.3,6075481,80683,0.0245,0.3289985479609978,62.00000000000001,4.906782038018952,-0.4140516793935811,0,0,1,0
341,Poland,POL,DF,28,19,9,54,70.4,79.4,58.5,76.1,64.5,69.7,74.5,5352098,560706,0.0357,0.46531016149390103,69.07499999999999,5.74873520341961,0.5835201026334134,1,0,0,0
342,Poland,POL,DF,26,18,8,43,65.5,66.8,68.8,59.5,60.2,70.5,67.2,4982177,370632,0.0292,0.0971761900308685,64.92999999999999,5.56894291315735,0.34417071717770004,1,0,0,0
343,Poland,POL,DF,28,22,6,36,69.0,60.3,65.8,68.1,69.8,73.0,77.0,5749730,17313,0.0485,-0.3176865764345742,68.075,4.2383723290283255,-1.041527193874748,1,0,0,0
344,Poland,POL,DF,30,19,11,64,67.7,65.5,62.6,70.2,64.6,77.7,65.5,5640575,348283,0.0331,0.9444539632514684,66.75500000000001,5.541932276679382,0.3375137470052213,1,0,0,0
345,Poland,POL,DF,28,20,8,42,70.9,64.5,60.2,71.4,65.4,83.6,80.6,6088425,85954,0.0418,0.075749178266827,68.50500000000001,4.9342660920469905,-0.2918848892425049,1,0,0,0
346,Poland,POL,DF,23,19,4,25,69.8,77.1,58.2,76.3,62.2,77.7,67.2,7354944,198968,0.0313,-0.8182573899561829,68.305,5.298783234495528,0.05691907087864568,1,0,0,0
347,Poland,POL,DF,22,18,4,25,75.7,74.1,69.3,80.8,66.3,79.6,84.0,11345878,1350020,0.0449,-0.8182573899561829,74.22,6.130340202439672,1.0695469507638242,1,0,0,0
348,Poland,POL,DF,22,19,3,28,72.0,68.9,53.4,78.2,73.9,73.2,84.6,8053749,121746,0.0365,-0.8864131967226345,69.885,5.085454701250408,-0.15138540330063005,1,0,0,0
349,Poland,POL,DF,33,18,15,96,69.2,75.8,60.9,74.4,63.4,74.9,65.6,3580001,1096061,0.0309,2.1598657079351007,68.205,6.039834724975169,0.8767764109517755,1,0,0,0
350,Poland,POL,MF,24,20,4,28,70.6,81.7,61.4,79.8,71.0,66.1,63.7,11849542,19755,0.0539,-0.7539763546640583,70.745,4.295677034017465,-0.9519032602680515,0,0,0,1
351,Poland,POL,MF,30,19,11,56,76.8,76.7,80.4,87.9,78.6,72.4,65.0,12332424,1997178,0.0217,0.7730378691391363,78.645,6.300416773419911,1.1034928741734449,0,0,0,1
352,Poland,POL,MF,29,20,9,56,74.8,69.9,62.0,75.0,88.7,73.6,79.8,11712023,7445,0.0255,0.508164185021984,74.06500000000001,3.871864702088195,-1.5509162519062198,0,0,0,1
353,Poland,POL,MF,26,18,8,62,73.8,68.3,68.6,83.0,71.8,76.7,74.3,6497952,1812279,0.0537,0.5042894135476569,73.45499999999998,6.258225058038954,1.2726190053079784,0,0,0,1
354,Poland,POL,MF,23,20,3,14,73.8,63.5,78.5,81.0,73.2,69.3,77.5,22156202,13681,0.0351,-1.1863913614192154,74.66999999999999,4.136117842896476,-1.216552748850665,0,0,0,1
355,Poland,POL,MF,23,17,6,31,74.9,66.7,77.6,82.2,71.1,77.2,74.5,7576895,4445595,0.026,-0.42482163525478167,75.235,6.647929895322754,1.5163541238653582,0,0,0,1
356,Poland,POL,MF,26,24,2,14,75.0,71.1,84.3,79.9,69.7,66.7,78.4,15746577,92024,0.0369,-1.3188282034777916,76.17,4.963901106783289,-0.28483529893146803,0,0,0,1
357,Poland,POL,MF,25,16,9,43,75.4,78.4,70.2,75.6,75.6,79.4,73.0,10070341,4381090,0.0332,0.2296130320894446,74.78999999999999,6.641582174908806,1.5608069852733208,0,0,0,1
358,Poland,POL,FW,30,20,10,46,71.7,75.7,67.4,76.6,78.4,60.6,71.3,3876185,556656,0.0437,0.42633090944014523,72.395,5.745586894537758,0.6294767589526646,0,1,0,0
359,Poland,POL,FW,30,18,12,82,75.1,81.4,77.0,74.5,77.3,63.3,76.9,6040682,251353,0.0422,1.4625770170627912,75.84,5.400284073075813,0.23291651658203652,0,1,0,0
360,Poland,POL,FW,28,17,11,68,78.3,71.2,91.2,78.8,75.3,77.6,75.5,14184917,1622593,0.022,1.030162010307634,79.61,6.210209598063669,1.0063132005127957,0,1,0,0
361,Poland,POL,FW,29,17,12,70,77.0,77.4,94.3,80.9,80.9,62.6,66.0,21495223,4933965,0.029,1.2054528758942933,80.40500000000002,6.6931960644158215,1.587943680667132,0,1,0,0
362,Poland,POL,FW,26,21,5,28,75.6,76.5,83.6,76.4,89.6,60.6,66.5,11385041,5672161,0.0232,-0.6215395126054823,78.28500000000001,6.753748549470363,1.6128427203347675,0,1,0,0
363,Poland,POL,FW,31,19,12,69,69.7,81.1,72.8,69.5,74.0,53.3,67.6,6368716,9560752,0.035,1.184025864130252,71.155,6.980492053008958,1.951161604423616,0,1,0,0
364,South Korea,KOR,GK,30,18,12,65,62.6,62.3,44.1,71.8,51.5,77.7,68.5,2216248,5678,0.051,1.098317817074086,59.650000000000006,3.7541953881898382,-1.577753613230924,0,0,1,0
365,South Korea,KOR,GK,32,20,12,71,64.7,59.1,42.7,76.3,53.2,72.2,85.0,2480520,106311,0.0526,1.2268798876583349,61.16,5.0265782033016775,-0.12996706294670218,0,0,1,0
366,South Korea,KOR,GK,27,23,4,28,63.3,57.4,55.9,74.6,52.1,72.0,67.9,3322852,6359,0.0481,-0.7539763546640583,61.915000000000006,3.8033888249836134,-1.533983210064286,0,0,1,0
367,South Korea,KOR,DF,29,17,12,73,69.9,67.2,56.0,62.9,74.9,86.9,71.2,3467176,1364697,0.0297,1.2697339111864179,67.45,6.135036236845377,0.9744722005641419,1,0,0,0
368,South Korea,KOR,DF,25,22,3,29,69.0,66.5,58.1,67.6,60.9,78.8,82.2,8625056,664505,0.0205,-0.8649861849585929,66.3,5.822498253095516,0.5704924653725095,1,0,0,0
369,South Korea,KOR,DF,30,18,12,74,69.4,62.7,57.9,66.2,67.3,82.1,80.1,13205880,1128905,0.0362,1.2911609229504593,66.80000000000001,6.052657396564729,0.9255246298059903,1,0,0,0
370,South Korea,KOR,DF,27,18,9,53,70.5,64.1,62.7,79.8,55.4,81.6,79.6,3332637,40083,0.0397,0.44388314972985954,68.44999999999999,4.602960218714666,-0.673731438020341,1,0,0,0
371,South Korea,KOR,DF,30,18,12,93,72.2,66.6,65.3,69.4,66.7,83.6,81.4,9809688,304326,0.0478,1.6982741464672477,70.035,5.483339057761277,0.3591150474207398,1,0,0,0
372,South Korea,KOR,DF,26,19,7,40,67.5,76.8,67.4,53.4,63.9,69.4,74.0,6304783,26487,0.0464,-0.0995416873198321,66.17,4.423032771538936,-0.843159241566993,1,0,0,0
373,South Korea,KOR,DF,24,19,5,23,69.7,59.4,63.6,66.8,77.0,75.6,75.6,4108180,2838775,0.0313,-0.7286745714256897,68.69,6.453130971909162,1.3380739219555686,1,0,0,0
374,South Korea,KOR,DF,27,19,8,44,69.4,61.5,54.9,67.9,65.0,92.9,74.1,10137364,109665,0.045,0.11860320179490999,66.23,5.040068042960068,-0.15590820569439703,1,0,0,0
375,South Korea,KOR,DF,29,20,9,58,70.6,63.7,67.9,77.3,56.4,84.4,74.0,4873208,24919,0.0358,0.551018208550067,69.11000000000001,4.396530610090025,-0.9231562600539497,1,0,0,0
376,South Korea,KOR,MF,28,19,9,60,76.2,78.4,72.9,76.0,78.9,77.6,73.3,17106823,4979893,0.0247,0.59387223207815,76.055,6.697220011432651,1.5614081783924896,0,0,0,1
377,South Korea,KOR,MF,29,17,12,73,72.6,78.9,69.5,73.6,76.8,67.7,69.1,10723892,262616,0.0424,1.2697339111864179,72.97,5.419321182149612,0.2554346146198524,0,0,0,1
378,South Korea,KOR,MF,27,17,10,62,70.5,67.0,79.1,75.3,60.0,67.6,74.2,10476380,1737933,0.0247,0.7691630976648092,71.065,6.24003302971267,1.0572456738743985,0,0,0,1
379,South Korea,KOR,MF,20,19,1,4,75.3,73.4,67.9,79.0,85.9,78.7,66.7,6467506,162712,0.0288,-1.6655351631767825,75.50500000000001,5.2114195833093415,-0.05406253338820977,0,0,0,1
380,South Korea,KOR,MF,32,20,12,70,71.5,65.7,64.9,78.8,77.7,71.4,70.8,6883156,66984,0.0449,1.2054528758942933,71.60000000000001,4.825971078200237,-0.3971999891711064,0,0,0,1
381,South Korea,KOR,MF,20,17,3,22,70.7,72.0,60.6,74.2,76.6,66.7,73.8,3225577,73290,0.0431,-1.0149752673068835,70.16,4.865044721693099,-0.3626862477089695,0,0,0,1
382,South Korea,KOR,MF,21,18,3,26,68.9,64.8,74.2,73.6,69.2,65.9,65.7,2665466,248688,0.0292,-0.9292672202507175,69.99000000000001,5.395654829662709,0.1522382580467117,0,0,0,1
383,South Korea,KOR,MF,32,19,13,80,67.9,72.3,59.3,75.5,66.1,70.1,63.9,5963588,376351,0.0392,1.5521598355932844,67.38999999999999,5.5755930743331055,0.41153911266917304,0,0,0,1
384,South Korea,KOR,FW,31,23,8,48,73.5,71.6,87.3,71.0,79.9,58.3,72.9,6819391,2409507,0.0264,0.204311248851076,75.86500000000001,6.381928192333412,1.2253960704603692,0,1,0,0
385,South Korea,KOR,FW,27,20,7,29,73.4,89.6,83.1,78.3,72.0,50.3,67.0,7443079,177726,0.04,-0.33523881672428857,76.00500000000001,5.249750966525315,0.05165215061347807,0,1,0,0
386,South Korea,KOR,FW,27,21,6,38,74.3,76.5,79.4,84.8,66.7,67.0,71.7,24597413,1044705,0.0242,-0.2748325529064912,75.495,6.018993673261382,0.8102560127933699,0,1,0,0
387,South Korea,KOR,FW,36,17,19,122,74.3,77.9,87.5,74.1,87.5,54.3,64.5,3376109,4470935,0.0428,3.246715382034484,77.76,6.650398355990482,1.6393163270825806,0,1,0,0
388,South Korea,KOR,FW,22,21,1,3,72.8,82.7,83.0,78.8,73.6,54.8,63.9,7634710,34063,0.0241,-1.6869621749408241,75.505,4.532282894538802,-0.8289006435956984,0,1,0,0
389,South Korea,KOR,FW,22,18,4,23,73.7,77.1,76.8,86.7,79.3,53.9,68.3,5837340,33014,0.022,-0.8611114134842659,76.185,4.51869814695026,-0.8540844809065036,0,1,0,0
390,Honduras,HON,GK,27,16,11,76,53.7,50.2,37.2,55.8,58.3,61.2,59.6,1492520,3162,0.0487,1.2015781044199663,51.73000000000001,3.49996186559619,-1.8739680662832605,0,0,1,0
391,Honduras,HON,GK,24,18,6,30,55.8,46.6,43.6,65.3,46.6,68.7,63.8,2078449,16040,0.0276,-0.44624864701882316,53.52,4.205204363948145,-1.1735357160908988,0,0,1,0
392,Honduras,HON,GK,26,20,6,35,54.4,56.1,35.0,68.0,44.9,56.8,65.5,1523179,22603,0.0533,-0.3391135881986157,51.97500000000001,4.3541660850314186,-0.8883780376324553,0,0,1,0
393,Honduras,HON,DF,28,20,8,44,61.6,60.0,57.8,61.9,56.1,71.2,62.4,3511414,17432,0.0339,0.11860320179490999,60.410000000000004,4.241347217238199,-1.1048106961929303,1,0,0,0
394,Honduras,HON,DF,30,20,10,70,63.0,60.1,53.8,54.5,52.2,75.1,82.3,2051008,7977,0.0317,0.9405791917771411,59.545,3.9018395920512297,-1.4918016553142726,1,0,0,0
395,Honduras,HON,DF,30,21,9,63,62.8,65.1,55.3,51.5,54.3,77.0,73.7,2883302,62076,0.0362,0.6581532673702746,59.82000000000001,4.792923724456707,-0.47923583977557754,1,0,0,0
396,Honduras,HON,DF,31,21,10,67,61.5,64.7,51.5,68.2,49.5,67.9,67.0,2931369,50320,0.032,0.8762981564850165,59.61,4.701740632437213,-0.6021678000773975,1,0,0,0
397,Honduras,HON,DF,22,20,2,10,59.8,53.2,50.5,57.4,61.6,65.7,70.2,3852153,6738,0.0437,-1.4045362505339576,57.995000000000005,3.8285310066451013,-1.523753176977636,1,0,0,0
398,Honduras,HON,DF,25,17,8,47,58.9,60.6,46.0,52.4,55.3,67.9,71.4,2902275,3162,0.0546,0.1828842370870345,56.06,3.49996186559619,-1.851745445482288,1,0,0,0
399,Honduras,HON,DF,25,20,5,25,57.6,53.0,43.8,53.3,61.4,70.6,63.6,3359586,55758,0.028,-0.6858205478976067,55.260000000000005,4.746307187533614,-0.5731032482499286,1,0,0,0
400,Honduras,HON,DF,27,16,11,68,58.4,51.6,52.1,59.5,48.5,75.0,63.4,1861848,12375,0.0566,1.030162010307634,56.205,4.092545207605606,-1.1703984053397372,1,0,0,0
401,Honduras,HON,DF,29,22,7,38,65.5,60.2,65.8,57.1,58.8,78.7,72.6,7438512,166569,0.0501,-0.14239571084791508,63.79,5.221594178453323,0.07689370870975434,1,0,0,0
402,Honduras,HON,MF,33,19,14,72,61.1,64.3,52.1,72.0,61.0,62.5,55.0,903660,92220,0.0346,1.5131805835395284,61.02,4.964825117883389,-0.29609307915389954,0,0,0,1
403,Honduras,HON,MF,31,22,9,59,63.3,55.3,64.4,71.7,64.5,61.4,62.5,1053017,16332,0.0428,0.5724452203141086,64.025,4.21303937125096,-1.0959553766522216,0,0,0,1
404,Honduras,HON,MF,26,21,5,36,63.2,64.1,50.5,65.3,72.2,64.1,63.2,4770937,45109,0.0386,-0.4501234184931503,62.46999999999999,4.654263199536289,-0.6218386105620414,0,0,0,1
405,Honduras,HON,MF,31,19,12,79,62.3,60.0,71.9,59.3,65.8,62.8,54.3,4299660,34694,0.0595,1.3982959817706668,63.705000000000005,4.540254374151109,-0.647148191085211,0,0,0,1
406,Honduras,HON,MF,24,20,4,26,63.0,58.5,54.3,72.6,69.4,62.6,60.6,7740493,410547,0.0594,-0.7968303781921413,63.07000000000001,5.613362882946852,0.5758056892174899,0,0,0,1
407,Honduras,HON,MF,27,18,9,61,64.4,63.6,68.5,67.9,73.7,57.9,55.1,4392611,6119,0.0444,0.6152992438421916,66.28500000000001,3.7866804531966487,-1.567906988388666,0,0,0,1
408,Honduras,HON,MF,29,17,12,71,62.5,55.7,63.5,64.9,67.7,49.8,73.6,2923166,34762,0.0496,1.2268798876583349,63.09,4.541104755232802,-0.6945597902649976,0,0,0,1
409,Honduras,HON,MF,29,17,12,79,61.8,64.1,57.8,70.2,62.0,64.8,51.7,1575941,3472,0.0452,1.3982959817706668,62.155,3.540579716504454,-1.8414635927014094,0,0,0,1
410,Honduras,HON,FW,26,19,7,43,62.5,66.8,76.0,48.5,68.3,53.4,62.0,6343946,4022,0.0504,-0.03526065202770761,63.92,3.6044420662607233,-1.7494598352545088,0,1,0,0
411,Honduras,HON,FW,21,21,1,6,61.5,63.6,66.8,66.2,63.8,49.9,58.8,2120607,12687,0.0478,-1.6226811396486998,63.11000000000001,4.103358939866562,-1.1969622803399085,0,1,0,0
412,Honduras,HON,FW,20,22,1,8,63.2,78.0,71.1,61.5,65.8,44.6,58.0,2828424,4776,0.0649,-1.5798271161206165,65.19500000000001,3.6790643181213127,-1.607696645603342,0,1,0,0
413,Honduras,HON,FW,32,21,11,59,69.4,66.2,83.9,61.8,84.9,56.3,63.4,2975801,354010,0.027,0.8373189044312608,72.215,5.549015530058215,0.30896163442506913,0,1,0,0
414,Honduras,HON,FW,26,16,10,68,63.3,64.4,64.7,63.6,74.6,54.5,58.3,2482876,5353747,0.0251,0.8977251682490581,64.75500000000001,6.728657844045521,1.5989726837644773,0,1,0,0
415,Honduras,HON,FW,25,19,6,36,62.1,73.3,74.9,55.8,61.5,50.4,56.5,2639868,37682,0.0272,-0.3176865764345742,63.86999999999999,4.5761339452331775,-0.7653057229229262,0,1,0,0
416,France,FRA,GK,28,25,3,21,69.4,73.7,42.3,70.0,69.7,85.0,75.8,2991229,3695,0.042,-1.0364022790709249,65.64999999999999,3.5676144427308447,-1.8233405739510016,0,0,1,0
417,France,FRA,GK,29,18,11,68,72.8,79.2,49.0,73.5,66.9,82.6,85.4,8871879,33189,0.045,1.030162010307634,69.01,4.520994167111087,-0.7396562171166725,0,0,1,0
418,France,FRA,GK,32,19,13,86,73.6,74.3,64.5,86.5,63.0,79.0,74.3,9306036,67332,0.0352,1.6807219061775334,72.5,4.828221514751082,-0.44507036856253057,0,0,1,0
419,France,FRA,DF,30,20,10,61,80.2,84.5,75.6,76.0,71.4,94.7,79.2,16592152,8788310,0.0378,0.7477360859007677,78.44500000000001,6.9439053678792035,1.9313339850678088,1,0,0,0
420,France,FRA,DF,28,20,8,47,76.5,79.7,77.5,73.4,57.3,87.1,84.1,11158142,68116,0.0333,0.1828842370870345,74.58999999999999,4.83324913681063,-0.4493519867641922,1,0,0,0
421,France,FRA,DF,26,19,7,31,78.3,74.5,62.1,76.1,72.9,95.7,88.2,8116655,44441,0.0383,-0.29238479319620553,74.88999999999999,4.647783822761982,-0.6305811987672455,1,0,0,0
422,France,FRA,DF,30,21,9,58,78.0,72.9,68.0,71.1,74.1,90.8,91.0,21763533,3514212,0.0239,0.551018208550067,75.155,6.545827957402009,1.3888252094945142,1,0,0,0
423,France,FRA,DF,29,19,10,57,78.1,79.1,71.0,78.3,64.2,89.9,86.2,17414512,1036182,0.033,0.6620280388446017,75.72500000000001,6.015436043684963,0.8633025924625903,1,0,0,0
424,France,FRA,DF,33,20,13,83,76.6,83.3,66.6,74.3,60.7,83.7,91.0,13735783,550465,0.0364,1.616440870885409,73.615,5.7407297106100525,0.5789218768623604,1,0,0,0
425,France,FRA,DF,29,18,11,62,82.0,76.7,78.5,82.3,71.6,89.0,94.1,20416227,1168333,0.0259,0.9015999397233854,80.22,6.06756664367587,0.8748941955557353,1,0,0,0
426,France,FRA,DF,29,18,11,83,78.8,71.2,60.6,79.4,69.6,99.0,92.9,11626246,174884,0.0552,1.3515671867682566,74.82000000000001,5.242750078034613,0.12957624514286764,1,0,0,0
427,France,FRA,DF,29,22,7,39,78.0,76.2,51.2,86.1,70.6,94.0,90.1,17016841,1348773,0.0359,-0.12096869908387359,73.98,6.1299388635763545,1.0097240705038895,1,0,0,0
428,France,FRA,MF,27,20,7,34,83.0,88.2,65.8,91.7,87.6,79.4,85.1,21685017,48417127,0.043,-0.22810375790408108,81.99,7.684999015484381,2.80202788806772,0,0,0,1
429,France,FRA,MF,25,23,2,11,79.7,72.6,75.6,88.0,73.3,80.2,88.5,12633159,2313408,0.0412,-1.383109238769916,78.91999999999999,6.3642522330830325,1.3072368249322364,0,0,0,1
430,France,FRA,MF,36,16,20,129,79.0,70.6,90.2,81.3,81.5,80.3,70.3,3479561,192943,0.0373,3.5291413064413506,80.76,5.28542902692649,0.07622592818387337,0,0,0,1
431,France,FRA,MF,31,22,9,54,80.8,78.8,86.8,80.9,86.9,74.8,76.6,12757007,1472783,0.0229,0.46531016149390103,82.22000000000001,6.168138762562225,0.9660160268687559,0,0,0,1
432,France,FRA,MF,23,17,6,38,81.8,85.5,76.9,87.3,84.2,84.2,72.4,44243735,1034688,0.028,-0.2748325529064912,82.00999999999999,6.014809412299575,0.8302412601647582,0,0,0,1
433,France,FRA,MF,24,19,5,33,80.2,86.5,76.4,79.9,80.2,78.4,80.0,26676014,2363307,0.0286,-0.5144044537852748,79.93500000000002,6.373520141330087,1.2311984661716173,0,0,0,1
434,France,FRA,MF,27,23,4,19,79.0,72.9,76.2,82.5,79.5,82.9,80.2,12622585,973079,0.0436,-0.9468194605404318,78.695,5.98814810015666,0.9012761642217809,0,0,0,1
435,France,FRA,MF,33,20,13,89,81.1,82.6,74.6,81.8,80.3,85.6,81.6,14291146,1226247,0.0502,1.7450029414696577,80.17999999999999,6.08857795789256,1.057313177388737,0,0,0,1
436,France,FRA,FW,21,21,1,4,79.7,89.0,74.6,89.8,90.5,60.6,73.6,17578035,1580206,0.0379,-1.6655351631767825,81.48,6.198713706468086,1.0997361218376143,0,1,0,0
437,France,FRA,FW,34,19,15,87,84.8,81.9,88.8,93.2,87.6,73.3,84.0,15286229,8342831,0.0389,1.967022602058727,86.375,6.9213134462074795,1.9142956121866939,0,1,0,0
438,France,FRA,FW,24,19,5,31,79.4,73.1,86.1,76.5,96.3,71.0,73.8,14377872,8710508,0.0365,-0.5572584773133578,81.52999999999999,6.940043483958675,1.9173116064407048,0,1,0,0
439,France,FRA,FW,21,20,1,5,81.2,79.2,99.0,66.8,97.9,67.0,77.5,6755219,359189,0.0389,-1.6441081514127411,84.02000000000001,5.555323028127643,0.3870764983999062,0,1,0,0
440,France,FRA,FW,29,18,11,67,81.1,87.5,97.7,78.4,82.0,68.6,72.6,14053230,2883977,0.0268,1.0087349985435927,83.75,6.459991792520029,1.3144042604966486,0,1,0,0
